4.000000,-10678.979492,-689.959412,2176.540283
4.000000,-5890.420410,-1245.743530,2182.061279
5.000000,-3339.477539,-1216.061401,2317.957031
4.000000,-10361.754883,-1115.361328,2176.061279
4.000000,-10677.922852,27.254269,2076.061279
5.000000,-3933.979248,147.428436,2476.061279
5.000000,-4072.759033,-391.749786,2430.061279
4.000000,-13465.458984,-1284.061401,2184.279297
4.000000,-13824.081055,119.326607,2092.061279
4.000000,-10720.774414,-644.257202,2177.061279
4.000000,-12350.693359,-665.851135,2090.220703
4.000000,-8952.280273,25.541193,2197.554443
5.000000,-3359.382568,-1212.061401,2263.227539
4.000000,-5519.075195,-1212.061401,2391.360352
4.000000,-8153.910645,155.938599,2177.973145
4.000000,-5069.391113,-1257.084839,2470.061279
4.000000,-11882.394531,-177.092941,2180.061279
4.000000,-10149.930664,155.872360,2476.061279
4.000000,-11153.212891,-1324.793701,2076.061279
4.000000,-13489.574219,87.938599,2155.564209
4.000000,-12466.107422,-257.186920,2140.294434
4.000000,-13983.938477,-1284.061401,2182.526123
4.000000,-6587.617676,27.025852,2182.061279
4.000000,-13418.132812,-1217.179077,2076.061279
4.000000,-4800.975098,-1275.519531,2176.061279
4.000000,-5386.724121,-868.534973,2274.061279
4.000000,-5909.280762,-1150.416748,2330.563965
4.000000,-9621.275391,87.938599,2383.638916
4.000000,-6691.993164,-218.753876,2270.061279
4.000000,-6553.580078,133.188293,2176.061279
4.000000,-5489.291992,144.265839,2476.061279
4.000000,-12355.280273,-1046.922729,2164.372803
4.000000,-11188.280273,30.745308,2147.268066
4.000000,-10946.528320,-1212.151001,2092.061279
4.000000,-4986.031250,87.938599,2259.447754
4.000000,-7155.744629,-1141.263794,2182.061279
4.000000,-10072.230469,-1277.080444,2182.061279
5.000000,-2169.280029,-381.004272,2241.334473
4.000000,-7197.153809,83.938599,2314.911865
4.000000,-8894.024414,-281.239014,2426.061279
4.000000,-13527.917969,-763.204590,2121.061279
4.000000,-6209.814941,-1212.061401,2221.479004
4.000000,-5845.608887,33.222309,2176.061279
5.000000,-2979.639404,16.358931,2182.061279
4.000000,-8940.083984,-921.820618,2274.061279
4.000000,-5311.405762,30.473747,2476.061279
5.000000,-4229.180664,-1216.061401,2403.927002
4.000000,-11188.280273,-622.928223,2114.657715
4.000000,-7823.599609,-1212.061401,2314.630127
4.000000,-9420.434570,15.938600,2180.118652
4.000000,-7013.522949,141.623123,2470.061279
4.000000,-12543.134766,-16.192663,2186.061279
4.000000,-4752.583496,87.938599,2346.480469
4.000000,-7935.598145,85.319473,2176.061279
5.000000,-2173.280029,-1129.761353,2357.127686
4.000000,-5457.421387,151.823227,2182.061279
4.000000,-5170.320312,-1212.061401,2308.987305
4.000000,-12126.337891,-25.688614,2180.061279
4.000000,-9516.333008,-1210.696167,2176.061279
4.000000,-5813.280762,-1150.212036,2406.626953
4.000000,-9865.549805,-1216.061401,2413.232910
4.000000,-13963.425781,-716.461792,2176.475098
4.000000,-9095.917969,25.485193,2176.061279
4.000000,-5648.760742,155.937866,2182.061279
4.000000,-13545.441406,-1212.061401,2123.757324
4.000000,-13401.580078,-1277.315796,2180.061279
4.000000,-9420.372070,87.938599,2351.072266
4.000000,-8466.266602,-1284.061401,2177.821045
4.000000,-8036.684082,88.854919,2176.061279
4.000000,-13428.141602,151.559692,2186.061279
5.000000,-1384.183594,-1216.061401,2219.517822
4.000000,-5516.531738,27.235737,2476.061279
4.000000,-9678.963867,83.938599,2250.269287
5.000000,-2392.738525,-1216.061401,2352.351562
4.000000,-12047.118164,-533.596497,2173.046143
4.000000,-12360.565430,153.906494,2092.061279
4.000000,-9384.093750,87.938599,2203.127197
5.000000,-3757.289551,-1216.061401,2391.089355
4.000000,-11569.710938,-1017.947388,2177.061279
